Contig	100_DCM	100_SRF	100_dDCM	102_DCM	102_MES	102_SRF	109_DCM	109_SRF	10_AE1712_C14_N14_19_200m_v	111_DCM	111_MES	111_SRF	11_SRF	122_DCM	122_MES	122_SRF	123_MIX	123_SRF	124_MIX	124_SRF	125_MIX	125_SRF	12_AE1712_C16_N8_14_200m_v	137_DCM	137_MES	137_SRF	138_DCM	138_MES	138_SRF	155_DCM	155_MES	155_SRF	158_DCM	158_MES	158_SRF	163_MES	163_SRF	168_DCM	168_MIX	168_SRF	173_DCM	173_SRF	175_MIX	175_SRF	175_ZZZ	178_SRF	180_DCM	180_SRF	188_DCM	188_SRF	189_DCM	189_MES	189_SRF	18_DCM	18_SRF	191_SRF	193_SRF	194_DCM	194_SRF	196_SRF	201_DCM	201_MES	201_SRF	205_MES	205_SRF	206_MES	206_SRF	208_SRF	209_MES	209_SRF	210_MES	210_SRF	22_SRF	23_DCM	25_DCM	25_SRF	30_DCM	31_SRF	32_DCM	32_SRF	33_SRF	34_DCM	34_SRF	36_DCM	36_SRF	37_MES	38_DCM	38_MES	38_SRF	39_DCM	39_MES	39_SRF	41_DCM	41_SRF	42_DCM	42_SRF	45_SRF	46_SRF	48_SRF	4_AE1712_C6_N8_14_200m_v	52_DCM	52_SRF	56_MES	56_SRF	58_DCM	62_SRF	64_DCM	64_MES	64_SRF	65_DCM	65_SRF	66_DCM	66_SRF	67_SRF	68_DCM	68_MES	68_SRF	6_AE1712_C8_N19_24_200m_v	70_MES	70_SRF	72_DCM	72_MES	72_SRF	76_DCM	76_MES	76_SRF	78_DCM	78_MES	78_SRF	82_DCM	82_SRF	84_SRF	85_DCM	85_MES	85_SRF	8_AE1712_C11_N8_14_200m_v	AE1712_80m_viral-combined
10_AE1712_C14_N14_19_200m_v_NODE_454_length_22673_cov_15.860019	0	0	0	0	0	0	0	0	5.755809	0	0	0	0	0	0	0	0	0	0	0	0	0	8.487445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2058606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.706921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1712792	2.5203
10_AE1712_C14_N14_19_200m_v_NODE_456_length_22572_cov_18.819560	0	0	0	0	0	0	0	0	9.791476	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0130825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.097374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.652676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.494896	0
10_AE1712_C14_N14_19_200m_v_NODE_457_length_22565_cov_9.738572	0	0	0	0	0	0	0	0	5.1574225	0	0	0	0	0	0	0	0	0	0	0	0	0	6.804709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0099628	0	0	2.1974225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2121933	1.8907559
10_AE1712_C14_N14_19_200m_v_NODE_458_length_22514_cov_6.303249	0	0	0	0	0	0	0	0	3.1543124	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4872813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4218502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3878675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3121026	0
10_AE1712_C14_N14_19_200m_v_NODE_461_length_22424_cov_16.522173	0	0	0	0	0	0	0	0	7.4727654	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8547487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6265962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3839784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.626297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4306664	2.7536912
10_AE1712_C14_N14_19_200m_v_NODE_466_length_22297_cov_6.920342	0	0	0	0	0	0	0	0	3.9613707	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8866203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.918778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.824462	0
10_AE1712_C14_N14_19_200m_v_NODE_467_length_22266_cov_13.175042	0	0	0	0	0	0	0	0	5.1896915	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5307946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7139053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6238823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7139554	0
10_AE1712_C14_N14_19_200m_v_NODE_469_length_22186_cov_13.108101	0	0	0	0	0	0	0	0	6.987748	0	0	0	0	1.5735102	0	0	0	0	0	0	0	0	4.488706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3053343	0	0	0	0	0	0	0	0	0	0	0	1.9997479	2.5239992	0	0	0	0	3.8168297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.955178	0
10_AE1712_C14_N14_19_200m_v_NODE_476_length_21926_cov_9.840588	0	0	0	0	0	0	0	0	5.3211226	0	0	0	0	0	0	0	0	0	0	0	0	0	6.801582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6329591	0	2.4346938	2.2641838	6.8539796	0	1.7994897	1.6095408	0	2.182602	0	2.307806	1.7373469	0	0	0	2.854745	0	1.907296	0	0	0	6.4857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5367856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4984694	3.9794388
10_AE1712_C14_N14_19_200m_v_NODE_479_length_21782_cov_9.997144	0	0	0	0	0	0	0	0	5.6449924	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7747817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1299949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6995378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4301488	0
10_AE1712_C14_N14_19_200m_v_NODE_482_length_21641_cov_8.772306	0	0	0	0	0	0	0	0	5.319392	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9053404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9236934	4.0949183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1044822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_AE1712_C14_N14_19_200m_v_NODE_483_length_21614_cov_17.062869	0	0	0	0	0	0	0	0	9.223004	0	0	0	0	0	0	0	0	0	0	0	0	0	8.393364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.020137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.586137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4809504	0
10_AE1712_C14_N14_19_200m_v_NODE_487_length_21399_cov_21.657302	0	0	0	0	0	0	0	0	11.554928	0	0	0	0	0	0	0	0	0	0	0	0	0	10.463007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0318432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.974013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6404705	0
10_AE1712_C14_N14_19_200m_v_NODE_488_length_21386_cov_10.525365	0	0	0	0	0	0	0	0	5.385163	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8998117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2794285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6497855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.239929	0
10_AE1712_C14_N14_19_200m_v_NODE_495_length_21054_cov_17.762979	0	0	0	0	0	0	0	0	9.458807	0	0	0	0	0	0	0	0	0	0	0	0	0	15.294196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.203625	0	0	0	0	0	0	0	0	0	0	0	0	13.87605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.013022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.860105	4.6663656
10_AE1712_C14_N14_19_200m_v_NODE_496_length_20996_cov_21.081122	0	0	0	0	0	0	0	0	7.573713	0	0	0	0	0	0	0	3.5046904	0	0	0	0	0	9.803912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.128238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0100203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4272466	2.7645774
10_AE1712_C14_N14_19_200m_v_NODE_499_length_20929_cov_17.857184	0	0	0	0	0	0	0	0	8.877346	0	0	0	0	10.060685	0	0	4.682992	0	3.6133242	0	0	0	10.506122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0486019	0	0	0	0	0	0	0	0	0	0	0	0	8.36454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4557023	0	0	7.534032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.274287	3.1197133
10_AE1712_C14_N14_19_200m_v_NODE_501_length_20885_cov_29.727653	0	0	0	0	0	0	0	0	9.696244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8452554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5116541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_AE1712_C14_N14_19_200m_v_NODE_502_length_20786_cov_28.632575	0	0	0	0	0	0	0	0	12.574028	0	0	0	0	0	0	0	0	0	0	0	0	0	10.182513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.542155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.679929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.710509	4.4070745
10_AE1712_C14_N14_19_200m_v_NODE_503_length_20780_cov_17.576873	0	0	0	0	0	0	0	0	8.438011	0	0	0	0	0	0	0	0	0	0	0	0	0	7.304879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.478512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.994938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8863096	0
10_AE1712_C14_N14_19_200m_v_NODE_505_length_20749_cov_13.132788	0	0	0	0	0	0	0	0	7.103662	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6486707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5315247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2433527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0169353	0
10_AE1712_C14_N14_19_200m_v_NODE_507_length_20707_cov_7.795686	0	0	0	0	0	0	0	0	3.9825435	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7428524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_AE1712_C14_N14_19_200m_v_NODE_510_length_20574_cov_8.972679	0	0	0	0	0	0	0	0	4.538679	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1723425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_AE1712_C14_N14_19_200m_v_NODE_512_length_20521_cov_12.353600	0	0	0	0	0	0	0	0	7.091301	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2532315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5339513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8638124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3027544	0
10_AE1712_C14_N14_19_200m_v_NODE_515_length_20403_cov_14.751402	0	0	0	0	0	0	0	0	7.4299192	0	0	0	0	0	0	0	0	0	0	0	0	0	6.923254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2821329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1879423	0
10_AE1712_C14_N14_19_200m_v_NODE_516_length_20387_cov_8.564205	0	0	0	0	0	0	0	0	4.1991215	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7729893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4310184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5004115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2391434	4.281032
10_AE1712_C14_N14_19_200m_v_NODE_520_length_20253_cov_23.453013	0	0	0	0	0	0	0	0	6.5499916	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1830544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8047311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.204112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4495108	2.8805616
10_AE1712_C14_N14_19_200m_v_NODE_525_length_20072_cov_11.390548	0	0	0	0	0	0	0	0	5.732906	0	0	0	0	0	0	0	0	0	0	0	0	0	5.084551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.100781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5761852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9268823	0
10_AE1712_C14_N14_19_200m_v_NODE_527_length_19978_cov_10.479524	0	0	0	0	0	0	0	0	5.5385523	0	0	0	0	0	0	0	0	0	0	0	0	0	5.423232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.089432	0	0	0	7.325283	21.61969	0	0	0	0	0	0	0	0	0	0	0	0	7.076768	4.365404
10_AE1712_C14_N14_19_200m_v_NODE_529_length_19923_cov_11.949259	0	0	0	0	0	0	0	0	6.470585	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2608304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.743215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4472103	1.8309265
10_AE1712_C14_N14_19_200m_v_NODE_530_length_19842_cov_28.963319	0	0	0	0	0	0	0	0	13.943805	0	0	0	0	0	0	0	0	0	0	0	0	0	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.224103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.852572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.066351	7.2598734
10_AE1712_C14_N14_19_200m_v_NODE_532_length_19727_cov_45.456081	0	0	0	0	0	0	0	0	21.20067	0	0	0	0	0	0	0	0	0	0	0	0	0	23.827932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.68861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.21185	7.227683
10_AE1712_C14_N14_19_200m_v_NODE_534_length_19696_cov_33.422346	0	0	0	0	0	0	0	0	16.217543	0	0	0	0	0	0	0	0	0	0	0	0	0	16.467485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.389893	0	2.5731015	0	0	0	0	0	0	0	0	0	0	12.751876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.532685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8136654	3.0644042
10_AE1712_C14_N14_19_200m_v_NODE_537_length_19614_cov_37.339817	0	0	0	0	0	0	0	0	18.831774	0	0	0	0	0	0	0	0	0	0	0	0	0	14.753283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2043614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.333656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.128953	0
10_AE1712_C14_N14_19_200m_v_NODE_541_length_19499_cov_8.427659	0	0	0	0	0	0	0	0	4.393167	0	0	0	0	0	0	0	0	0	0	0	0	0	4.392076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.881424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3766868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1544645	0
10_AE1712_C14_N14_19_200m_v_NODE_542_length_19435_cov_7.191549	0	0	0	0	0	0	0	0	3.5636919	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5602927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.075935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0269055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94423	0
10_AE1712_C14_N14_19_200m_v_NODE_550_length_19157_cov_7.954717	0	0	0	0	0	0	0	0	4.605892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_AE1712_C14_N14_19_200m_v_NODE_552_length_18993_cov_15.958289	0	0	0	0	0	0	0	0	8.01651	0	0	0	0	0	0	0	0	0	0	0	0	0	6.883248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5998585	0	1.6256855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.749749	0	0	0	0	1.4364644	2.739725	7.389351	0	5.7962146	2.4588714	2.4249072	1.3266702	0	0	0	0	0	8.859485	0	0	0	0	0	2.24801	0	1.5071644	5.1144524	0	4.2696505	0	0	0	0	0	0	7.3073883	3.28221
10_AE1712_C14_N14_19_200m_v_NODE_553_length_18968_cov_13.183262	0	0	0	0	0	0	0	0	7.701677	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9158106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
